id,audio_filepath,reference_transcript,speaklar_prediction,titu-large_prediction,titu-fast_prediction,indic-ctc_prediction,indic-rnnt_prediction
0a64115b25,data/asr_bengali_1000_wav/0a64115b25.wav,লঞ্চটি ঢাকার উদ্দেশ্যে,লঞ্চটি ঢাকার উদ্দেশ্যে,লঞ্চটি ঢাকার উদ্দেশ্যে,লঞ্চ টি ঢ আর উদ্দেশ সে, লঞ্চটি ঢাকার উদ্দেশ্যে, লঞ্চটি ঢাকার উদ্দেশে
0a64848995,data/asr_bengali_1000_wav/0a64848995.wav,লাশ ঘরের খেতরে রেখে,লাশ ঘরের ভেতরে রেখে,লাশ ঘরেরখেতরে রেখে,লাশ ঘরের খেয়ে তো রে রেখে, লাশ ঘরের খ্ষেতরে রেখে, লাশঘরের খেতরে রেখে
0a64a5b48c,data/asr_bengali_1000_wav/0a64a5b48c.wav,ইসলামী সংগীত,ইসলামী সংগীত,ইসলামী সংগীত,না না আছে আছে না না ই না লা আমি এই শ সঙ্গে গে ই ত না আছে আছে আছে আর, ইসলামী সংগীত, ইসলামী সংগীত
0a653d57c5,data/asr_bengali_1000_wav/0a653d57c5.wav,আলোচনা হয়েছে,আলোচনা হয়েছে,আলোচনা হয়েছে,আর চ না হয়েছে, আলোচনা হয়েছে, আলোচনা হয়েছে
0a6564c976,data/asr_bengali_1000_wav/0a6564c976.wav,যাঁরা অর্থনীতি চর্চা করেন,যারা অর্থনীতি চর্চা করেন,যারা অর্থনীতি চর্চা করেন,যারা অর্থনীতি চর্চা করেন, যারা অর্থনীতি চর্চা করেন, যারা অর্থনীতি চর্চা করেন
0a65a4b4d7,data/asr_bengali_1000_wav/0a65a4b4d7.wav,বিভিন্ন এলাকার,বিভিন্ন এলাকার,বিভিন্ন এলাকার,না বি ভ না এ লা কার, বিভিন্ন এলাকার, বিভিন্ন এলাকার
0a65e58e6b,data/asr_bengali_1000_wav/0a65e58e6b.wav,এরপর আর,এরপর আর,এরপর আর,এর পর আর, এর পর আর, এর পর আর
0a66db2541,data/asr_bengali_1000_wav/0a66db2541.wav,প্রয়োজনীয় স্বাক্ষ্য উপাত্তের,প্রয়োজনীয় সাক্ষ্য উপাত্তের,প্রয়োজনীয় সাক্ষ্য উপাত্তের,না আছে না প্র এ যে নিয়ে ও সাত খ ও পা তের, প্রয়োজনীয় সাক্ষ্য ও পাত্যের, প্রয়োজনীয় সাক্ষ্য ও পাত্তের
0a67943f81,data/asr_bengali_1000_wav/0a67943f81.wav,৯০ দিনের মধ্যে,নব্বই দিনের মধ্যে,নব্বই দিনের মধ্যে,নব্বই দিনের মধ্যে, নব্বই দিনের মধ্যে, নব্বই দিনের মধ্যে
0a679d2b20,data/asr_bengali_1000_wav/0a679d2b20.wav,প্লাস্টিকের ঝুড়িসহ,প্লাস্টিকের ঝুড়িসহ,প্লাস্টিকের ঝুড়িসহ,প্লাস্টিকের ঝুড়ি সহ, প্লাস্টিকের ঝড়ি সহ, প্লাস্টিকের ঝুরি সহ
0a688c7ebc,data/asr_bengali_1000_wav/0a688c7ebc.wav,বিসিবির সাবেক পরিচালক,বিসিবির সাবেক পরিচালক,বিসিবির সাবেক পরিচালক,না বি সি বি সা এক পি চাল, বিসিবির সাবেক পরিচালক, বিসিবির সাবেক পরিচালক
0a68c5bf2e,data/asr_bengali_1000_wav/0a68c5bf2e.wav,অবসর নেন,অবসর নেন,অবসর নেন,না অবশ্যই লেন, অবসর নেেনে, অবসর নেই
0a68dd4f6e,data/asr_bengali_1000_wav/0a68dd4f6e.wav,কোনো সমস্যা নেই,কোন সমস্যা নেই,কোনো সমস্যা নেই,কোনো সমস্যা নেই, কোনো সমস্যা নেই, কোন সমস্যা নেই
0a692d3f26,data/asr_bengali_1000_wav/0a692d3f26.wav,স্ত্রী হওয়ার গৌরবে,স্ত্রী হওয়ার গৌরবে,স্ত্রী হওয়ার গৌরবে,না হ হ না ই স্ট্রি হ আর গোৌ ও র বে এ, স্ত্রী হওয়ার গৌরবে, স্ত্রী হওয়ার গৌরবে
0a6958628f,data/asr_bengali_1000_wav/0a6958628f.wav,আজ হাজার বছর,আজ হাজার বছর,আজ হাজার বছর,এক না না আর আজ হ আর বছর, আজ হাজার বছর, আজ হাজার বছর
0a69f1f633,data/asr_bengali_1000_wav/0a69f1f633.wav,বুকের যতগুলো হাড়,বুকে যতগুলো হাড়,বুকের যতগুলো হাড়,না আছে না না হ আর ব এ যত গুল আর আর, বুকের যতগুলো হার, বুকের যতগুলো হার
0a6a235c75,data/asr_bengali_1000_wav/0a6a235c75.wav,আবুল কাশেম মাস্টারের,আবুল কাশেম মাস্টারের,আবুল কাশেম মাস্টারের,না না আছে না না হ না আছে না আর আব বল ক সে এম না না না ট এ, আবুল কাসেম মাস্টার, আবুল কাসেম মাস্টার
0a6a388721,data/asr_bengali_1000_wav/0a6a388721.wav,একটা নীল বুটিদার শাড়ি,একটা নীল বুঁটিদার শাড়ি,একটা নীল বুটিদার শাড়ি,আ হ এক একটা একটা নীল বটি দ আর শাড়ি, একটা নীল বুটিদার শাড়ি, একটা নীল বুটিদার শাড়ি
0a6a4de038,data/asr_bengali_1000_wav/0a6a4de038.wav,একটি গোয়েন্দা প্রতিবেদন,একটি গোয়েন্দা প্রতিবেদন,একটি গোয়েন্দা প্রতিবেদন,একটি গোয়েন্দা প্রতিবেদন, একটি গোয়েন্দা প্রতিবেদন, একটি গোয়েন্দা প্রতিবেদন
0a6a735cae,data/asr_bengali_1000_wav/0a6a735cae.wav,গত ৬ এপ্রিল থেকে,গত ছয় এপ্রিল থেকে,গত ছয় এপ্রিল থেকে,গত ছয় এপ্রিল থেকে, গত ছয় এপ্রিল থেকে, গত ছয় এপ্রিল থেকে
0a6a7d8a55,data/asr_bengali_1000_wav/0a6a7d8a55.wav,চাকরি দেওয়া হয়েছে,চাকরি দেওয়া হয়েছে,চাকরি দেওয়া হয়েছে,চাকরি দেওয়া হয়েছে, চাকরি দেওয়া হয়েছে, চাকরি দেওয়া হয়েছে
0a6a89a5cb,data/asr_bengali_1000_wav/0a6a89a5cb.wav,নানান প্রসঙ্গে,নানান প্রসঙ্গে,নানান প্রসঙ্গে,না নান প্রসঙ্গে, নানান প্রসঙ্গে, নানান প্রসঙ্গে
0a6ba3aeed,data/asr_bengali_1000_wav/0a6ba3aeed.wav,প্রধানত ইতালি রনাঙ্গন,প্রধানত ইতালি রণাঙ্গন,প্রধানত ইতালি রণাঙ্গন,না আছে না আছে ওো ধান না দ তো ই ত ই টন না আং ওান জ হ আছে আছে আছে, প্রধানত ইতালি প্রণঙ্গন, প্রধানত ইতালি প্রণাঙ্গন
0a6c547fe8,data/asr_bengali_1000_wav/0a6c547fe8.wav,বন্ধুদের কাছ থেকে,বন্ধুদের কাছ থেকে,বন্ধুদের কাছ থেকে,বন্ধুদের কাছ থেকে, বন্ধুদের কাছ থেকে, বন্ধুদের কাছ থেকে
0a6c5586cf,data/asr_bengali_1000_wav/0a6c5586cf.wav,ঢাকায় থাকেন শহীদুল ইসলাম,ঢাকায় থাকেন শহীদুল ইসলাম,ঢাকায় থাকেন শহীদুল ইসলাম,ঢাকায় থাকেন শহিদুল ইসলাম, ঢাকায় থাকেন শহীদুল ইসলাম, ঢাকায় থাকেন শহীদুল ইসলাম
